,Temperature,depth,height,Anemometer;wind_speed;Avg (m/s),Wind Vane TMR;wind_direction;Avg (°),Hygro/Thermo;humidity;Avg (%),Hygro/Thermo;temperature;Avg (°C),Barometer;air_pressure;Avg (hPa),DNI (Direct Normal Irradiance) Pyrheliometer;solar_DNI;Avg (W/m²),north,south,west,east,second,minute,hour,day,month,year
0,25.18,4.5,1.0,2.1758,195.8894,73.0005,23.8425,1010.4501,13.2365,0,1,0,0,00,01,00,21,08,2022
1,25.18,4.5,1.0,2.0381,195.6512,73.2226,23.5854,1010.4067,13.1546,0,1,0,0,00,05,00,21,08,2022
2,25.12,4.5,1.0,2.0381,195.6512,73.2226,23.5854,1010.4067,13.1546,0,1,0,0,00,08,00,21,08,2022
3,25.18,4.5,1.0,2.0381,195.6512,73.2226,23.5854,1010.4067,13.1546,0,1,0,0,00,11,00,21,08,2022
4,25.12,4.5,1.0,2.0381,195.6512,73.2226,23.5854,1010.4067,13.1546,0,1,0,0,00,14,00,21,08,2022
5,25.12,4.5,1.0,1.7478,193.6007,73.5104,23.3592,1010.316,13.0604,0,1,0,0,00,18,00,21,08,2022
6,25.12,4.5,1.0,1.7478,193.6007,73.5104,23.3592,1010.316,13.0604,0,1,0,0,00,21,00,21,08,2022
7,25.12,4.5,1.0,1.7478,193.6007,73.5104,23.3592,1010.316,13.0604,0,1,0,0,00,24,00,21,08,2022
8,25.06,4.5,1.0,1.6064,188.9758,73.7139,23.1699,1010.2812,13.0236,0,1,0,0,00,27,00,21,08,2022
9,25.06,4.5,1.0,1.6064,188.9758,73.7139,23.1699,1010.2812,13.0236,0,1,0,0,00,31,00,21,08,2022
10,25.06,4.5,1.0,1.6064,188.9758,73.7139,23.1699,1010.2812,13.0236,0,1,0,0,00,34,00,21,08,2022
11,25.06,4.5,1.0,1.3614,199.9231,73.9565,22.9508,1010.184,12.9908,0,1,0,0,00,37,00,21,08,2022
12,25.0,4.5,1.0,1.3614,199.9231,73.9565,22.9508,1010.184,12.9908,0,1,0,0,00,41,00,21,08,2022
13,25.0,4.5,1.0,1.3614,199.9231,73.9565,22.9508,1010.184,12.9908,0,1,0,0,00,44,00,21,08,2022
14,25.0,4.5,1.0,1.2983,204.5676,74.4474,22.7289,1010.0914,12.9867,0,1,0,0,00,47,00,21,08,2022
15,25.0,4.5,1.0,1.2983,204.5676,74.4474,22.7289,1010.0914,12.9867,0,1,0,0,00,50,00,21,08,2022
16,25.0,4.5,1.0,1.2983,204.5676,74.4474,22.7289,1010.0914,12.9867,0,1,0,0,00,54,00,21,08,2022
17,25.0,4.5,1.0,1.4769,196.5173,75.2584,22.6062,1009.9911,13.0195,0,1,0,0,00,57,00,21,08,2022
18,25.0,4.5,1.0,1.4769,196.5173,75.2584,22.6062,1009.9911,13.0195,0,1,0,0,00,00,01,21,08,2022
19,24.93,4.5,1.0,1.4769,196.5173,75.2584,22.6062,1009.9911,13.0195,0,1,0,0,00,03,01,21,08,2022
20,24.93,4.5,1.0,1.5468,198.4684,76.2538,22.5485,1009.9464,13.1055,0,1,0,0,00,07,01,21,08,2022
21,24.93,4.5,1.0,1.5468,198.4684,76.2538,22.5485,1009.9464,13.1055,0,1,0,0,00,10,01,21,08,2022
22,24.93,4.5,1.0,1.5468,198.4684,76.2538,22.5485,1009.9464,13.1055,0,1,0,0,00,13,01,21,08,2022
23,24.87,4.5,1.0,0.9268,221.9534,77.1701,22.4268,1009.9185,12.9621,0,1,0,0,00,16,01,21,08,2022
24,24.87,4.5,1.0,0.9268,221.9534,77.1701,22.4268,1009.9185,12.9621,0,1,0,0,00,20,01,21,08,2022
25,24.87,4.5,1.0,0.9268,221.9534,77.1701,22.4268,1009.9185,12.9621,0,1,0,0,00,23,01,21,08,2022
26,24.87,4.5,1.0,1.2225,221.8955,78.312,22.1617,1009.9254,13.0645,0,1,0,0,00,26,01,21,08,2022
27,24.81,4.5,1.0,1.2225,221.8955,78.312,22.1617,1009.9254,13.0645,0,1,0,0,00,29,01,21,08,2022
28,24.81,4.5,1.0,1.2225,221.8955,78.312,22.1617,1009.9254,13.0645,0,1,0,0,00,33,01,21,08,2022
29,24.81,4.5,1.0,1.7676,204.5288,79.4788,22.0012,1009.9231,13.0645,0,1,0,0,00,36,01,21,08,2022
30,24.81,4.5,1.0,1.7676,204.5288,79.4788,22.0012,1009.9231,13.0645,0,1,0,0,00,39,01,21,08,2022
31,24.81,4.5,1.0,1.7676,204.5288,79.4788,22.0012,1009.9231,13.0645,0,1,0,0,00,43,01,21,08,2022
32,24.75,4.5,1.0,1.3661,204.9264,80.2917,21.9349,1009.8325,12.9294,0,1,0,0,00,46,01,21,08,2022
33,24.75,4.5,1.0,1.3661,204.9264,80.2917,21.9349,1009.8325,12.9294,0,1,0,0,00,49,01,21,08,2022
34,24.68,4.5,1.0,1.3661,204.9264,80.2917,21.9349,1009.8325,12.9294,0,1,0,0,00,52,01,21,08,2022
35,24.75,4.5,1.0,1.2321,202.6867,80.9908,21.7892,1009.7552,12.9294,0,1,0,0,00,56,01,21,08,2022
36,24.68,4.5,1.0,1.2321,202.6867,80.9908,21.7892,1009.7552,12.9294,0,1,0,0,00,59,01,21,08,2022
37,24.68,4.5,1.0,1.2321,202.6867,80.9908,21.7892,1009.7552,12.9294,0,1,0,0,00,02,02,21,08,2022
38,24.68,4.5,1.0,1.2241,204.7994,81.681,21.6562,1009.6991,12.9294,0,1,0,0,00,05,02,21,08,2022
39,24.62,4.5,1.0,1.2241,204.7994,81.681,21.6562,1009.6991,12.9294,0,1,0,0,00,09,02,21,08,2022
40,24.62,4.5,1.0,1.2241,204.7994,81.681,21.6562,1009.6991,12.9294,0,1,0,0,00,12,02,21,08,2022
41,24.62,4.5,1.0,1.2061,197.1461,82.2609,21.534,1009.724,12.9048,0,1,0,0,00,15,02,21,08,2022
42,24.62,4.5,1.0,1.2061,197.1461,82.2609,21.534,1009.724,12.9048,0,1,0,0,00,19,02,21,08,2022
43,24.56,4.5,1.0,1.2061,197.1461,82.2609,21.534,1009.724,12.9048,0,1,0,0,00,22,02,21,08,2022
44,24.56,4.5,1.0,1.3424,201.9105,82.7855,21.4136,1009.7066,12.9048,0,1,0,0,00,25,02,21,08,2022
45,24.56,4.5,1.0,1.3424,201.9105,82.7855,21.4136,1009.7066,12.9048,0,1,0,0,00,28,02,21,08,2022
46,24.56,4.5,1.0,1.3424,201.9105,82.7855,21.4136,1009.7066,12.9048,0,1,0,0,00,32,02,21,08,2022
47,24.5,4.5,1.0,1.7027,200.2011,83.3496,21.2971,1009.7624,12.9253,0,1,0,0,00,35,02,21,08,2022
48,24.5,4.5,1.0,1.7027,200.2011,83.3496,21.2971,1009.7624,12.9253,0,1,0,0,00,38,02,21,08,2022
49,24.5,4.5,1.0,1.7027,200.2011,83.3496,21.2971,1009.7624,12.9253,0,1,0,0,00,41,02,21,08,2022
50,24.43,4.5,1.0,1.1559,201.8111,83.8135,21.2505,1009.7526,12.872,0,1,0,0,00,45,02,21,08,2022
51,24.43,4.5,1.0,1.1559,201.8111,83.8135,21.2505,1009.7526,12.872,0,1,0,0,00,51,02,21,08,2022
52,24.43,4.5,1.0,1.2783,204.8821,84.2003,21.1802,1009.828,12.8966,0,1,0,0,00,55,02,21,08,2022
53,24.43,4.5,1.0,1.2783,204.8821,84.2003,21.1802,1009.828,12.8966,0,1,0,0,00,58,02,21,08,2022
54,24.37,4.5,1.0,1.2783,204.8821,84.2003,21.1802,1009.828,12.8966,0,1,0,0,00,01,03,21,08,2022
55,24.37,4.5,1.0,1.2783,204.8821,84.2003,21.1802,1009.828,12.8966,0,1,0,0,00,04,03,21,08,2022
56,24.37,4.5,1.0,1.0439,206.5333,84.5841,21.0877,1009.8561,12.8638,0,1,0,0,00,08,03,21,08,2022
57,24.37,4.5,1.0,1.0439,206.5333,84.5841,21.0877,1009.8561,12.8638,0,1,0,0,00,11,03,21,08,2022
58,24.31,4.5,1.0,1.0439,206.5333,84.5841,21.0877,1009.8561,12.8638,0,1,0,0,00,14,03,21,08,2022
59,24.31,4.5,1.0,0.6685,219.6838,84.8766,21.0092,1009.884,12.8147,0,1,0,0,00,17,03,21,08,2022
60,24.31,4.5,1.0,0.6685,219.6838,84.8766,21.0092,1009.884,12.8147,0,1,0,0,00,21,03,21,08,2022
61,24.31,4.5,1.0,0.6685,219.6838,84.8766,21.0092,1009.884,12.8147,0,1,0,0,00,24,03,21,08,2022
62,24.25,4.5,1.0,1.0935,228.5448,85.2128,20.8687,1009.839,12.8556,0,1,0,0,00,27,03,21,08,2022
63,24.25,4.5,1.0,1.0935,228.5448,85.2128,20.8687,1009.839,12.8556,0,1,0,0,00,30,03,21,08,2022
64,24.25,4.5,1.0,1.0935,228.5448,85.2128,20.8687,1009.839,12.8556,0,1,0,0,00,34,03,21,08,2022
65,24.25,4.5,1.0,1.0006,218.9283,85.5813,20.7589,1009.8425,12.9416,0,1,0,0,00,37,03,21,08,2022
66,24.25,4.5,1.0,1.0006,218.9283,85.5813,20.7589,1009.8425,12.9416,0,1,0,0,00,40,03,21,08,2022
67,24.18,4.5,1.0,1.0006,218.9283,85.5813,20.7589,1009.8425,12.9416,0,1,0,0,00,44,03,21,08,2022
68,24.18,4.5,1.0,1.5452,212.9147,85.9091,20.7525,1009.8625,13.0481,0,1,0,0,00,47,03,21,08,2022
69,24.18,4.5,1.0,1.5452,212.9147,85.9091,20.7525,1009.8625,13.0481,0,1,0,0,00,50,03,21,08,2022
70,24.18,4.5,1.0,1.5452,212.9147,85.9091,20.7525,1009.8625,13.0481,0,1,0,0,00,53,03,21,08,2022
71,24.18,4.5,1.0,2.1435,194.035,86.1398,20.8713,1010.0266,13.0195,0,1,0,0,00,57,03,21,08,2022
72,24.12,4.5,1.0,2.1435,194.035,86.1398,20.8713,1010.0266,13.0195,0,1,0,0,00,00,04,21,08,2022
73,24.12,4.5,1.0,2.1435,194.035,86.1398,20.8713,1010.0266,13.0195,0,1,0,0,00,03,04,21,08,2022
74,24.12,4.5,1.0,2.229,188.5724,86.2072,20.9911,1010.0938,12.8679,0,1,0,0,00,07,04,21,08,2022
75,24.06,4.5,1.0,2.229,188.5724,86.2072,20.9911,1010.0938,12.8679,0,1,0,0,00,10,04,21,08,2022
76,24.12,4.5,1.0,2.229,188.5724,86.2072,20.9911,1010.0938,12.8679,0,1,0,0,00,13,04,21,08,2022
77,24.12,4.5,1.0,1.7435,199.2449,86.2964,21.0493,1010.1132,12.9171,0,1,0,0,00,16,04,21,08,2022
78,24.06,4.5,1.0,1.7435,199.2449,86.2964,21.0493,1010.1132,12.9171,0,1,0,0,00,20,04,21,08,2022
79,24.06,4.5,1.0,1.7435,199.2449,86.2964,21.0493,1010.1132,12.9171,0,1,0,0,00,23,04,21,08,2022
80,24.0,4.5,1.0,1.3107,193.5331,86.4035,21.0314,1010.1903,12.9662,0,1,0,0,00,26,04,21,08,2022
81,24.06,4.5,1.0,1.3107,193.5331,86.4035,21.0314,1010.1903,12.9662,0,1,0,0,00,29,04,21,08,2022
82,24.0,4.5,1.0,1.3107,193.5331,86.4035,21.0314,1010.1903,12.9662,0,1,0,0,00,33,04,21,08,2022
83,24.0,4.5,1.0,1.4085,203.5418,86.5149,20.9994,1010.2428,12.8106,0,1,0,0,00,36,04,21,08,2022
84,24.0,4.5,1.0,1.4085,203.5418,86.5149,20.9994,1010.2428,12.8106,0,1,0,0,00,39,04,21,08,2022
85,23.93,4.5,1.0,1.4085,203.5418,86.5149,20.9994,1010.2428,12.8106,0,1,0,0,00,43,04,21,08,2022
86,24.0,4.5,1.0,1.5097,199.6516,86.5899,20.9507,1010.2664,12.8065,0,1,0,0,00,46,04,21,08,2022
87,24.0,4.5,1.0,1.5097,199.6516,86.5899,20.9507,1010.2664,12.8065,0,1,0,0,00,49,04,21,08,2022
88,23.93,4.5,1.0,1.5097,199.6516,86.5899,20.9507,1010.2664,12.8065,0,1,0,0,00,52,04,21,08,2022
89,23.93,4.5,1.0,1.6343,202.3829,86.743,20.8257,1010.3356,12.8474,0,1,0,0,00,56,04,21,08,2022
90,23.93,4.5,1.0,1.6343,202.3829,86.743,20.8257,1010.3356,12.8474,0,1,0,0,00,59,04,21,08,2022
91,23.93,4.5,1.0,1.6343,202.3829,86.743,20.8257,1010.3356,12.8474,0,1,0,0,00,02,05,21,08,2022
92,23.93,4.5,1.0,1.6274,202.9535,86.8959,20.766,1010.349,12.8147,0,1,0,0,00,05,05,21,08,2022
93,23.87,4.5,1.0,1.6274,202.9535,86.8959,20.766,1010.349,12.8147,0,1,0,0,00,09,05,21,08,2022
94,23.87,4.5,1.0,1.6274,202.9535,86.8959,20.766,1010.349,12.8147,0,1,0,0,00,12,05,21,08,2022
95,23.87,4.5,1.0,1.5389,210.9232,86.9912,20.7382,1010.4291,12.8352,0,1,0,0,00,15,05,21,08,2022
96,23.87,4.5,1.0,1.5389,210.9232,86.9912,20.7382,1010.4291,12.8352,0,1,0,0,00,19,05,21,08,2022
97,23.81,4.5,1.0,1.5389,210.9232,86.9912,20.7382,1010.4291,12.8352,0,1,0,0,00,22,05,21,08,2022
98,23.81,4.5,1.0,1.8061,200.5469,87.0856,20.6749,1010.5348,12.8884,0,1,0,0,00,25,05,21,08,2022
99,23.81,4.5,1.0,1.8061,200.5469,87.0856,20.6749,1010.5348,12.8884,0,1,0,0,00,28,05,21,08,2022
100,23.81,4.5,1.0,1.8061,200.5469,87.0856,20.6749,1010.5348,12.8884,0,1,0,0,00,32,05,21,08,2022
101,23.81,4.5,1.0,1.2439,205.3466,87.2354,20.6607,1010.687,15.3018,0,1,0,0,00,35,05,21,08,2022
102,23.75,4.5,1.0,1.2439,205.3466,87.2354,20.6607,1010.687,15.3018,0,1,0,0,00,38,05,21,08,2022
103,23.75,4.5,1.0,1.2439,205.3466,87.2354,20.6607,1010.687,15.3018,0,1,0,0,00,41,05,21,08,2022
104,23.75,4.5,1.0,1.3845,206.2049,87.4058,20.8274,1010.7927,183.7782,0,1,0,0,00,45,05,21,08,2022
105,23.75,4.5,1.0,1.3845,206.2049,87.4058,20.8274,1010.7927,183.7782,0,1,0,0,00,48,05,21,08,2022
106,23.75,4.5,1.0,1.3845,206.2049,87.4058,20.8274,1010.7927,183.7782,0,1,0,0,00,51,05,21,08,2022
107,23.68,4.5,1.0,1.2519,207.9572,87.1008,21.32,1010.9314,341.2555,0,1,0,0,00,55,05,21,08,2022
108,23.68,4.5,1.0,1.2519,207.9572,87.1008,21.32,1010.9314,341.2555,0,1,0,0,00,58,05,21,08,2022
109,23.68,4.5,1.0,1.2519,207.9572,87.1008,21.32,1010.9314,341.2555,0,1,0,0,00,01,06,21,08,2022
110,23.75,4.5,1.0,1.2519,207.9572,87.1008,21.32,1010.9314,341.2555,0,1,0,0,00,04,06,21,08,2022
111,23.68,4.5,1.0,1.5324,204.9194,86.5233,21.8946,1010.9867,427.5632,0,1,0,0,00,08,06,21,08,2022
112,23.68,4.5,1.0,1.5324,204.9194,86.5233,21.8946,1010.9867,427.5632,0,1,0,0,00,11,06,21,08,2022
113,23.68,4.5,1.0,1.5324,204.9194,86.5233,21.8946,1010.9867,427.5632,0,1,0,0,00,14,06,21,08,2022
114,23.68,4.5,1.0,1.6603,199.4887,86.0866,22.5067,1011.0222,492.2539,0,1,0,0,00,17,06,21,08,2022
115,23.75,4.5,1.0,1.6603,199.4887,86.0866,22.5067,1011.0222,492.2539,0,1,0,0,00,21,06,21,08,2022
116,23.68,4.5,1.0,1.6603,199.4887,86.0866,22.5067,1011.0222,492.2539,0,1,0,0,00,24,06,21,08,2022
117,23.68,4.5,1.0,1.7284,199.631,85.5042,23.0835,1011.1269,519.5466,0,1,0,0,00,27,06,21,08,2022
118,23.68,4.5,1.0,1.7284,199.631,85.5042,23.0835,1011.1269,519.5466,0,1,0,0,00,31,06,21,08,2022
119,23.68,4.5,1.0,1.7284,199.631,85.5042,23.0835,1011.1269,519.5466,0,1,0,0,00,34,06,21,08,2022
120,23.68,4.5,1.0,2.0969,195.9052,85.0826,23.3814,1011.2203,536.4261,0,1,0,0,00,37,06,21,08,2022
121,23.68,4.5,1.0,2.0969,195.9052,85.0826,23.3814,1011.2203,536.4261,0,1,0,0,00,40,06,21,08,2022
122,23.68,4.5,1.0,2.0969,195.9052,85.0826,23.3814,1011.2203,536.4261,0,1,0,0,00,44,06,21,08,2022
123,23.75,4.5,1.0,2.4337,193.0629,84.2524,23.6022,1011.3372,563.2516,0,1,0,0,00,47,06,21,08,2022
124,23.75,4.5,1.0,2.4337,193.0629,84.2524,23.6022,1011.3372,563.2516,0,1,0,0,00,50,06,21,08,2022
125,23.75,4.5,1.0,2.4337,193.0629,84.2524,23.6022,1011.3372,563.2516,0,1,0,0,00,53,06,21,08,2022
126,23.75,4.5,1.0,2.4054,196.0502,83.6578,23.8394,1011.348,624.2132,0,1,0,0,00,57,06,21,08,2022
127,23.75,4.5,1.0,2.4054,196.0502,83.6578,23.8394,1011.348,624.2132,0,1,0,0,00,00,07,21,08,2022
128,23.75,4.5,1.0,2.4054,196.0502,83.6578,23.8394,1011.348,624.2132,0,1,0,0,00,03,07,21,08,2022
129,23.81,4.5,1.0,2.0314,195.6997,82.9254,24.3351,1011.3727,642.9287,0,1,0,0,00,07,07,21,08,2022
130,23.81,4.5,1.0,2.0314,195.6997,82.9254,24.3351,1011.3727,642.9287,0,1,0,0,00,10,07,21,08,2022
131,23.81,4.5,1.0,2.0314,195.6997,82.9254,24.3351,1011.3727,642.9287,0,1,0,0,00,13,07,21,08,2022
132,23.81,4.5,1.0,2.4122,194.9527,81.6375,24.7975,1011.4093,687.4902,0,1,0,0,00,16,07,21,08,2022
133,23.81,4.5,1.0,2.4122,194.9527,81.6375,24.7975,1011.4093,687.4902,0,1,0,0,00,20,07,21,08,2022
134,23.87,4.5,1.0,2.4122,194.9527,81.6375,24.7975,1011.4093,687.4902,0,1,0,0,00,23,07,21,08,2022
135,23.87,4.5,1.0,2.6547,192.9919,80.7929,24.955,1011.5102,688.9408,0,1,0,0,00,26,07,21,08,2022
136,23.87,4.5,1.0,2.6547,192.9919,80.7929,24.955,1011.5102,688.9408,0,1,0,0,00,29,07,21,08,2022
137,23.87,4.5,1.0,2.6547,192.9919,80.7929,24.955,1011.5102,688.9408,0,1,0,0,00,33,07,21,08,2022
138,23.93,4.5,1.0,2.8933,187.9781,79.8443,25.3115,1011.5502,683.929,0,1,0,0,00,36,07,21,08,2022
139,23.93,4.5,1.0,2.8933,187.9781,79.8443,25.3115,1011.5502,683.929,0,1,0,0,00,39,07,21,08,2022
140,23.93,4.5,1.0,2.8933,187.9781,79.8443,25.3115,1011.5502,683.929,0,1,0,0,00,42,07,21,08,2022
141,24.0,4.5,1.0,3.2737,194.2586,78.7169,25.5525,1011.6062,700.2309,0,1,0,0,00,46,07,21,08,2022
142,24.0,4.5,1.0,3.2737,194.2586,78.7169,25.5525,1011.6062,700.2309,0,1,0,0,00,49,07,21,08,2022
143,24.0,4.5,1.0,3.2737,194.2586,78.7169,25.5525,1011.6062,700.2309,0,1,0,0,00,52,07,21,08,2022
144,24.06,4.5,1.0,3.0708,187.8564,78.0752,25.5559,1011.7617,700.5177,0,1,0,0,00,55,07,21,08,2022
145,24.06,4.5,1.0,3.0708,187.8564,78.0752,25.5559,1011.7617,700.5177,0,1,0,0,00,59,07,21,08,2022
146,24.06,4.5,1.0,3.0708,187.8564,78.0752,25.5559,1011.7617,700.5177,0,1,0,0,00,02,08,21,08,2022
147,24.12,4.5,1.0,2.9087,179.037,77.1777,26.0136,1011.8262,720.0937,0,1,0,0,00,05,08,21,08,2022
148,24.12,4.5,1.0,2.9087,179.037,77.1777,26.0136,1011.8262,720.0937,0,1,0,0,00,09,08,21,08,2022
149,24.18,4.5,1.0,2.9087,179.037,77.1777,26.0136,1011.8262,720.0937,0,1,0,0,00,12,08,21,08,2022
150,24.18,4.5,1.0,3.5857,181.6281,75.591,26.1904,1011.9048,731.7688,0,1,0,0,00,15,08,21,08,2022
151,24.25,4.5,1.0,3.5857,181.6281,75.591,26.1904,1011.9048,731.7688,0,1,0,0,00,18,08,21,08,2022
152,24.25,4.5,1.0,3.5857,181.6281,75.591,26.1904,1011.9048,731.7688,0,1,0,0,00,22,08,21,08,2022
153,24.31,4.5,1.0,2.9804,178.4905,74.2676,26.3881,1011.9141,690.1047,0,1,0,0,00,25,08,21,08,2022
154,24.31,4.5,1.0,2.9804,178.4905,74.2676,26.3881,1011.9141,690.1047,0,1,0,0,00,28,08,21,08,2022
155,24.31,4.5,1.0,2.9804,178.4905,74.2676,26.3881,1011.9141,690.1047,0,1,0,0,00,31,08,21,08,2022
156,24.37,4.5,1.0,3.1907,191.724,72.5524,26.7346,1012.0246,348.0706,0,1,0,0,00,35,08,21,08,2022
157,24.37,4.5,1.0,3.1907,191.724,72.5524,26.7346,1012.0246,348.0706,0,1,0,0,00,38,08,21,08,2022
158,24.43,4.5,1.0,3.1907,191.724,72.5524,26.7346,1012.0246,348.0706,0,1,0,0,00,41,08,21,08,2022
159,24.5,4.5,1.0,3.1907,191.724,72.5524,26.7346,1012.0246,348.0706,0,1,0,0,00,44,08,21,08,2022
160,24.5,4.5,1.0,4.2115,183.8973,70.8393,26.5602,1012.084,225.9053,0,1,0,0,00,48,08,21,08,2022
161,24.5,4.5,1.0,4.2115,183.8973,70.8393,26.5602,1012.084,225.9053,0,1,0,0,00,51,08,21,08,2022
162,24.56,4.5,1.0,4.2115,183.8973,70.8393,26.5602,1012.084,225.9053,0,1,0,0,00,54,08,21,08,2022
163,24.56,4.5,1.0,3.4942,174.2467,70.5199,26.3282,1012.0547,305.7261,0,1,0,0,00,57,08,21,08,2022
164,24.62,4.5,1.0,3.4942,174.2467,70.5199,26.3282,1012.0547,305.7261,0,1,0,0,00,01,09,21,08,2022
165,24.62,4.5,1.0,3.4942,174.2467,70.5199,26.3282,1012.0547,305.7261,0,1,0,0,00,04,09,21,08,2022
166,24.68,4.5,1.0,3.835,184.6102,69.6069,26.7562,1012.0389,386.2802,0,1,0,0,00,07,09,21,08,2022
167,24.75,4.5,1.0,3.835,184.6102,69.6069,26.7562,1012.0389,386.2802,0,1,0,0,00,10,09,21,08,2022
168,24.75,4.5,1.0,3.835,184.6102,69.6069,26.7562,1012.0389,386.2802,0,1,0,0,00,14,09,21,08,2022
169,24.81,4.5,1.0,3.7162,180.9358,68.4612,27.005,1012.0011,772.1259,0,1,0,0,00,17,09,21,08,2022
170,24.87,4.5,1.0,3.7162,180.9358,68.4612,27.005,1012.0011,772.1259,0,1,0,0,00,20,09,21,08,2022
171,24.87,4.5,1.0,3.7162,180.9358,68.4612,27.005,1012.0011,772.1259,0,1,0,0,00,23,09,21,08,2022
172,24.87,4.5,1.0,4.0756,163.1666,66.6702,26.8943,1011.895,652.3295,0,1,0,0,00,27,09,21,08,2022
173,24.93,4.5,1.0,4.0756,163.1666,66.6702,26.8943,1011.895,652.3295,0,1,0,0,00,30,09,21,08,2022
174,25.06,4.5,1.0,3.1792,179.0368,65.6369,27.2507,1011.841,334.6906,0,1,0,0,00,36,09,21,08,2022
175,25.12,4.5,1.0,3.1792,179.0368,65.6369,27.2507,1011.841,334.6906,0,1,0,0,00,39,09,21,08,2022
176,25.18,4.5,1.0,3.1792,179.0368,65.6369,27.2507,1011.841,334.6906,0,1,0,0,00,43,09,21,08,2022
177,25.18,4.5,1.0,2.8683,186.8643,65.2613,27.2921,1011.7595,131.5373,0,1,0,0,00,46,09,21,08,2022
178,25.25,4.5,1.0,2.8683,186.8643,65.2613,27.2921,1011.7595,131.5373,0,1,0,0,00,49,09,21,08,2022
179,25.25,4.5,1.0,2.8683,186.8643,65.2613,27.2921,1011.7595,131.5373,0,1,0,0,00,52,09,21,08,2022
180,25.31,4.5,1.0,2.7232,185.1587,65.8043,27.4584,1011.7563,246.5348,0,1,0,0,00,56,09,21,08,2022
181,25.37,4.5,1.0,2.7232,185.1587,65.8043,27.4584,1011.7563,246.5348,0,1,0,0,00,59,09,21,08,2022
182,25.37,4.5,1.0,2.7232,185.1587,65.8043,27.4584,1011.7563,246.5348,0,1,0,0,00,02,10,21,08,2022
183,25.43,4.5,1.0,4.153,153.363,65.8554,27.3517,1011.7269,596.273,0,1,0,0,00,09,10,21,08,2022
184,25.56,4.5,1.0,4.153,153.363,65.8554,27.3517,1011.7269,596.273,0,1,0,0,00,12,10,21,08,2022
185,25.56,4.5,1.0,4.4757,144.7343,65.3849,27.1306,1011.6518,713.9796,0,1,0,0,00,15,10,21,08,2022
186,25.62,4.5,1.0,4.4757,144.7343,65.3849,27.1306,1011.6518,713.9796,0,1,0,0,00,18,10,21,08,2022
187,25.68,4.5,1.0,4.4757,144.7343,65.3849,27.1306,1011.6518,713.9796,0,1,0,0,00,22,10,21,08,2022
188,25.75,4.5,1.0,4.6705,137.5005,64.7109,27.0946,1011.6164,763.5405,0,1,0,0,00,25,10,21,08,2022
189,25.81,4.5,1.0,4.6705,137.5005,64.7109,27.0946,1011.6164,763.5405,0,1,0,0,00,28,10,21,08,2022
190,25.87,4.5,1.0,4.6705,137.5005,64.7109,27.0946,1011.6164,763.5405,0,1,0,0,00,31,10,21,08,2022
191,25.87,4.5,1.0,4.6929,131.8509,64.4943,27.1752,1011.4841,789.0382,0,1,0,0,00,35,10,21,08,2022
192,25.93,4.5,1.0,4.6929,131.8509,64.4943,27.1752,1011.4841,789.0382,0,1,0,0,00,38,10,21,08,2022
193,26.0,4.5,1.0,4.6929,131.8509,64.4943,27.1752,1011.4841,789.0382,0,1,0,0,00,41,10,21,08,2022
194,26.0,4.5,1.0,4.6929,131.8509,64.4943,27.1752,1011.4841,789.0382,0,1,0,0,00,44,10,21,08,2022
195,26.12,4.5,1.0,3.9001,153.8001,63.5835,27.6432,1011.3034,819.2363,0,1,0,0,00,51,10,21,08,2022
196,26.12,4.5,1.0,3.9001,153.8001,63.5835,27.6432,1011.3034,819.2363,0,1,0,0,00,54,10,21,08,2022
197,26.18,4.5,1.0,4.012,144.7481,63.1382,27.4598,1011.1716,850.09,0,1,0,0,00,57,10,21,08,2022
198,26.18,4.5,1.0,4.012,144.7481,63.1382,27.4598,1011.1716,850.09,0,1,0,0,00,01,11,21,08,2022
199,26.25,4.5,1.0,4.012,144.7481,63.1382,27.4598,1011.1716,850.09,0,1,0,0,00,04,11,21,08,2022
200,26.25,4.5,1.0,4.4505,142.6862,63.7387,27.5275,1011.0187,862.2938,0,1,0,0,00,07,11,21,08,2022
201,26.31,4.5,1.0,4.4505,142.6862,63.7387,27.5275,1011.0187,862.2938,0,1,0,0,00,10,11,21,08,2022
202,26.31,4.5,1.0,4.4505,142.6862,63.7387,27.5275,1011.0187,862.2938,0,1,0,0,00,13,11,21,08,2022
203,26.37,4.5,1.0,3.7127,156.4437,64.6687,27.393,1010.7811,852.7291,0,1,0,0,00,17,11,21,08,2022
204,26.37,4.5,1.0,3.7127,156.4437,64.6687,27.393,1010.7811,852.7291,0,1,0,0,00,23,11,21,08,2022
205,26.37,4.5,1.0,4.2032,157.3118,64.0675,27.6644,1010.6639,842.6603,0,1,0,0,00,26,11,21,08,2022
206,26.43,4.5,1.0,4.2032,157.3118,64.0675,27.6644,1010.6639,842.6603,0,1,0,0,00,30,11,21,08,2022
207,26.43,4.5,1.0,4.2032,157.3118,64.0675,27.6644,1010.6639,842.6603,0,1,0,0,00,33,11,21,08,2022
208,26.43,4.5,1.0,3.6636,147.6882,64.5662,27.4803,1010.4544,614.7551,0,1,0,0,00,36,11,21,08,2022
209,26.43,4.5,1.0,3.6636,147.6882,64.5662,27.4803,1010.4544,614.7551,0,1,0,0,00,39,11,21,08,2022
210,26.5,4.5,1.0,4.3424,140.3366,64.9546,27.4851,1010.3238,665.9962,0,1,0,0,00,46,11,21,08,2022
