,Temperature,depth,height,Anemometer;wind_speed;Avg (m/s),Wind Vane TMR;wind_direction;Avg (°),Hygro/Thermo;humidity;Avg (%),Hygro/Thermo;temperature;Avg (°C),Barometer;air_pressure;Avg (hPa),DNI (Direct Normal Irradiance) Pyrheliometer;solar_DNI;Avg (W/m²),north,south,west,east,second,minute,hour,day,month,year
10885,25.0,4.5,2.0,3.3382,190.3444,93.0891,22.5111,1010.6589,13.171,0,0,0,1,00,47,19,22,08,2022
10886,25.0,4.5,2.0,3.3382,190.3444,93.0891,22.5111,1010.6589,13.171,0,0,0,1,00,51,19,22,08,2022
10887,25.0,4.5,2.0,3.3382,190.3444,93.0891,22.5111,1010.6589,13.171,0,0,0,1,00,54,19,22,08,2022
10888,25.0,4.5,2.0,3.3543,189.6327,93.2396,22.526,1010.6365,13.1628,0,0,0,1,00,57,19,22,08,2022
10889,25.0,4.5,2.0,3.3543,189.6327,93.2396,22.526,1010.6365,13.1628,0,0,0,1,00,00,20,22,08,2022
10890,24.93,4.5,2.0,3.3543,189.6327,93.2396,22.526,1010.6365,13.1628,0,0,0,1,00,04,20,22,08,2022
10891,24.93,4.5,2.0,3.4718,189.0131,93.3261,22.5546,1010.6552,13.1423,0,0,0,1,00,07,20,22,08,2022
10892,24.93,4.5,2.0,3.4718,189.0131,93.3261,22.5546,1010.6552,13.1423,0,0,0,1,00,10,20,22,08,2022
10893,24.93,4.5,2.0,3.4718,189.0131,93.3261,22.5546,1010.6552,13.1423,0,0,0,1,00,14,20,22,08,2022
10894,24.93,4.5,2.0,3.3763,187.2268,93.4505,22.5893,1010.7227,13.1669,0,0,0,1,00,17,20,22,08,2022
10895,24.87,4.5,2.0,3.3763,187.2268,93.4505,22.5893,1010.7227,13.1669,0,0,0,1,00,20,20,22,08,2022
10896,24.87,4.5,2.0,3.3763,187.2268,93.4505,22.5893,1010.7227,13.1669,0,0,0,1,00,23,20,22,08,2022
10897,24.81,4.5,2.0,2.8283,183.3129,93.5217,22.6551,1010.8124,13.1833,0,0,0,1,00,27,20,22,08,2022
10898,24.81,4.5,2.0,2.8283,183.3129,93.5217,22.6551,1010.8124,13.1833,0,0,0,1,00,30,20,22,08,2022
10899,24.81,4.5,2.0,2.8283,183.3129,93.5217,22.6551,1010.8124,13.1833,0,0,0,1,00,33,20,22,08,2022
10900,24.75,4.5,2.0,3.7909,187.3137,93.4957,22.6661,1010.8435,13.1464,0,0,0,1,00,36,20,22,08,2022
10901,24.75,4.5,2.0,3.7909,187.3137,93.4957,22.6661,1010.8435,13.1464,0,0,0,1,00,40,20,22,08,2022
10902,24.75,4.5,2.0,3.7909,187.3137,93.4957,22.6661,1010.8435,13.1464,0,0,0,1,00,43,20,22,08,2022
10903,24.68,4.5,2.0,3.459,187.1582,93.5329,22.6907,1010.902,13.1218,0,0,0,1,00,46,20,22,08,2022
10904,24.75,4.5,2.0,3.459,187.1582,93.5329,22.6907,1010.902,13.1218,0,0,0,1,00,50,20,22,08,2022
10905,24.68,4.5,2.0,3.459,187.1582,93.5329,22.6907,1010.902,13.1218,0,0,0,1,00,53,20,22,08,2022
10906,24.68,4.5,2.0,3.2959,188.0129,93.5375,22.6982,1010.875,13.0399,0,0,0,1,00,56,20,22,08,2022
10907,24.62,4.5,2.0,3.2959,188.0129,93.5375,22.6982,1010.875,13.0399,0,0,0,1,00,59,20,22,08,2022
10908,24.62,4.5,2.0,3.2959,188.0129,93.5375,22.6982,1010.875,13.0399,0,0,0,1,00,03,21,22,08,2022
10909,24.56,4.5,2.0,2.8271,188.238,93.5611,22.7141,1010.8457,13.0563,0,0,0,1,00,06,21,22,08,2022
10910,24.62,4.5,2.0,2.8271,188.238,93.5611,22.7141,1010.8457,13.0563,0,0,0,1,00,09,21,22,08,2022
10911,24.56,4.5,2.0,2.8271,188.238,93.5611,22.7141,1010.8457,13.0563,0,0,0,1,00,12,21,22,08,2022
10912,24.56,4.5,2.0,2.856,187.6213,93.5741,22.7413,1010.864,13.0563,0,0,0,1,00,16,21,22,08,2022
10913,24.5,4.5,2.0,2.856,187.6213,93.5741,22.7413,1010.864,13.0563,0,0,0,1,00,19,21,22,08,2022
10914,24.5,4.5,2.0,2.856,187.6213,93.5741,22.7413,1010.864,13.0563,0,0,0,1,00,22,21,22,08,2022
10915,24.5,4.5,2.0,3.2524,189.587,93.5715,22.7653,1011.0248,13.0481,0,0,0,1,00,25,21,22,08,2022
10916,24.43,4.5,2.0,3.2524,189.587,93.5715,22.7653,1011.0248,13.0481,0,0,0,1,00,29,21,22,08,2022
10917,24.5,4.5,2.0,3.2524,189.587,93.5715,22.7653,1011.0248,13.0481,0,0,0,1,00,32,21,22,08,2022
10918,24.43,4.5,2.0,4.1074,186.8538,93.5143,22.8013,1011.0781,13.0522,0,0,0,1,00,35,21,22,08,2022
10919,24.43,4.5,2.0,4.1074,186.8538,93.5143,22.8013,1011.0781,13.0522,0,0,0,1,00,39,21,22,08,2022
10920,24.43,4.5,2.0,4.1074,186.8538,93.5143,22.8013,1011.0781,13.0522,0,0,0,1,00,42,21,22,08,2022
10921,24.43,4.5,2.0,3.7554,184.9776,93.497,22.8124,1011.2065,13.0113,0,0,0,1,00,45,21,22,08,2022
10922,24.37,4.5,2.0,3.7554,184.9776,93.497,22.8124,1011.2065,13.0113,0,0,0,1,00,48,21,22,08,2022
10923,24.37,4.5,2.0,3.7554,184.9776,93.497,22.8124,1011.2065,13.0113,0,0,0,1,00,52,21,22,08,2022
10924,24.31,4.5,2.0,3.372,185.6537,93.6054,22.725,1011.341,12.9416,0,0,0,1,00,55,21,22,08,2022
10925,24.31,4.5,2.0,3.372,185.6537,93.6054,22.725,1011.341,12.9416,0,0,0,1,00,58,21,22,08,2022
10926,24.31,4.5,2.0,3.372,185.6537,93.6054,22.725,1011.341,12.9416,0,0,0,1,00,01,22,22,08,2022
10927,24.31,4.5,2.0,3.4302,188.826,93.7648,22.5926,1011.3388,12.9294,0,0,0,1,00,05,22,22,08,2022
10928,24.25,4.5,2.0,3.4302,188.826,93.7648,22.5926,1011.3388,12.9294,0,0,0,1,00,08,22,22,08,2022
10929,24.25,4.5,2.0,3.4302,188.826,93.7648,22.5926,1011.3388,12.9294,0,0,0,1,00,11,22,22,08,2022
10930,24.25,4.5,2.0,3.4302,188.826,93.7648,22.5926,1011.3388,12.9294,0,0,0,1,00,14,22,22,08,2022
10931,24.25,4.5,2.0,3.4595,188.4714,93.834,22.4728,1011.1869,12.9703,0,0,0,1,00,18,22,22,08,2022
10932,24.18,4.5,2.0,3.4595,188.4714,93.834,22.4728,1011.1869,12.9703,0,0,0,1,00,21,22,22,08,2022
10933,24.18,4.5,2.0,3.4595,188.4714,93.834,22.4728,1011.1869,12.9703,0,0,0,1,00,24,22,22,08,2022
10934,24.18,4.5,2.0,3.1269,187.737,93.8999,22.3628,1011.0617,12.9416,0,0,0,1,00,28,22,22,08,2022
10935,24.18,4.5,2.0,3.1269,187.737,93.8999,22.3628,1011.0617,12.9416,0,0,0,1,00,31,22,22,08,2022
10936,24.12,4.5,2.0,3.1269,187.737,93.8999,22.3628,1011.0617,12.9416,0,0,0,1,00,34,22,22,08,2022
10937,24.12,4.5,2.0,2.3527,182.9394,93.9413,22.3288,1011.0144,12.9949,0,0,0,1,00,37,22,22,08,2022
10938,24.12,4.5,2.0,2.3527,182.9394,93.9413,22.3288,1011.0144,12.9949,0,0,0,1,00,41,22,22,08,2022
10939,24.12,4.5,2.0,2.3527,182.9394,93.9413,22.3288,1011.0144,12.9949,0,0,0,1,00,44,22,22,08,2022
10940,24.06,4.5,2.0,2.8828,182.4248,93.9095,22.3383,1010.9703,13.0031,0,0,0,1,00,47,22,22,08,2022
10941,24.06,4.5,2.0,2.8828,182.4248,93.9095,22.3383,1010.9703,13.0031,0,0,0,1,00,50,22,22,08,2022
10942,24.06,4.5,2.0,2.8828,182.4248,93.9095,22.3383,1010.9703,13.0031,0,0,0,1,00,54,22,22,08,2022
10943,24.06,4.5,2.0,2.8759,185.1988,93.9744,22.359,1010.9888,12.999,0,0,0,1,00,57,22,22,08,2022
10944,24.06,4.5,2.0,2.8759,185.1988,93.9744,22.359,1010.9888,12.999,0,0,0,1,00,00,23,22,08,2022
10945,24.0,4.5,2.0,2.8759,185.1988,93.9744,22.359,1010.9888,12.999,0,0,0,1,00,04,23,22,08,2022
10946,24.0,4.5,2.0,3.0658,185.6962,94.0677,22.3766,1010.8242,12.958,0,0,0,1,00,07,23,22,08,2022
10947,24.06,4.5,2.0,3.0658,185.6962,94.0677,22.3766,1010.8242,12.958,0,0,0,1,00,10,23,22,08,2022
10948,24.0,4.5,2.0,3.0658,185.6962,94.0677,22.3766,1010.8242,12.958,0,0,0,1,00,13,23,22,08,2022
10949,24.0,4.5,2.0,3.7068,188.2592,94.0863,22.3096,1010.6796,12.9253,0,0,0,1,00,17,23,22,08,2022
10950,24.0,4.5,2.0,3.7068,188.2592,94.0863,22.3096,1010.6796,12.9253,0,0,0,1,00,20,23,22,08,2022
10951,24.0,4.5,2.0,3.7068,188.2592,94.0863,22.3096,1010.6796,12.9253,0,0,0,1,00,23,23,22,08,2022
10952,23.93,4.5,2.0,2.7501,187.8123,94.1422,22.2629,1010.5795,12.9007,0,0,0,1,00,26,23,22,08,2022
10953,23.93,4.5,2.0,2.7501,187.8123,94.1422,22.2629,1010.5795,12.9007,0,0,0,1,00,30,23,22,08,2022
10954,23.93,4.5,2.0,2.7501,187.8123,94.1422,22.2629,1010.5795,12.9007,0,0,0,1,00,33,23,22,08,2022
10955,23.93,4.5,2.0,3.4175,189.8073,94.1221,22.19,1010.443,12.8966,0,0,0,1,00,36,23,22,08,2022
10956,23.93,4.5,2.0,3.4175,189.8073,94.1221,22.19,1010.443,12.8966,0,0,0,1,00,39,23,22,08,2022
10957,23.93,4.5,2.0,3.4175,189.8073,94.1221,22.19,1010.443,12.8966,0,0,0,1,00,43,23,22,08,2022
10958,23.87,4.5,2.0,3.1776,181.0747,94.1537,22.0999,1010.3929,12.8843,0,0,0,1,00,46,23,22,08,2022
10959,23.87,4.5,2.0,3.1776,181.0747,94.1537,22.0999,1010.3929,12.8843,0,0,0,1,00,49,23,22,08,2022
10960,23.87,4.5,2.0,3.1776,181.0747,94.1537,22.0999,1010.3929,12.8843,0,0,0,1,00,53,23,22,08,2022
10961,23.81,4.5,2.0,2.5723,166.3561,94.3523,22.0467,1010.233,12.9498,0,0,0,1,00,56,23,22,08,2022
10962,23.81,4.5,2.0,2.5723,166.3561,94.3523,22.0467,1010.233,12.9498,0,0,0,1,00,59,23,22,08,2022
10963,23.81,4.5,2.0,2.5723,166.3561,94.3523,22.0467,1010.233,12.9498,0,0,0,1,00,02,00,23,08,2022
10964,23.75,4.5,2.0,2.9081,176.1175,94.3754,22.0421,1010.031,12.8925,0,0,0,1,00,06,00,23,08,2022
10965,23.75,4.5,2.0,2.9081,176.1175,94.3754,22.0421,1010.031,12.8925,0,0,0,1,00,09,00,23,08,2022
10966,23.75,4.5,2.0,2.9081,176.1175,94.3754,22.0421,1010.031,12.8925,0,0,0,1,00,12,00,23,08,2022
10967,23.75,4.5,2.0,4.1113,188.0216,94.45,21.9302,1009.7934,12.9007,0,0,0,1,00,15,00,23,08,2022
10968,23.75,4.5,2.0,4.1113,188.0216,94.45,21.9302,1009.7934,12.9007,0,0,0,1,00,19,00,23,08,2022
10969,23.68,4.5,2.0,4.1113,188.0216,94.45,21.9302,1009.7934,12.9007,0,0,0,1,00,22,00,23,08,2022
10970,23.68,4.5,2.0,4.1558,188.046,94.5858,22.0102,1009.6704,12.9949,0,0,0,1,00,25,00,23,08,2022
10971,23.68,4.5,2.0,4.1558,188.046,94.5858,22.0102,1009.6704,12.9949,0,0,0,1,00,29,00,23,08,2022
10972,23.68,4.5,2.0,4.1558,188.046,94.5858,22.0102,1009.6704,12.9949,0,0,0,1,00,32,00,23,08,2022
10973,23.62,4.5,2.0,3.2682,184.3279,94.5626,22.1039,1009.6197,12.9375,0,0,0,1,00,35,00,23,08,2022
10974,23.62,4.5,2.0,3.2682,184.3279,94.5626,22.1039,1009.6197,12.9375,0,0,0,1,00,38,00,23,08,2022
10975,23.62,4.5,2.0,3.2682,184.3279,94.5626,22.1039,1009.6197,12.9375,0,0,0,1,00,42,00,23,08,2022
10976,23.62,4.5,2.0,3.2807,186.7281,94.5563,22.119,1009.6683,12.9785,0,0,0,1,00,45,00,23,08,2022
10977,23.56,4.5,2.0,3.2807,186.7281,94.5563,22.119,1009.6683,12.9785,0,0,0,1,00,48,00,23,08,2022
10978,23.56,4.5,2.0,3.2807,186.7281,94.5563,22.119,1009.6683,12.9785,0,0,0,1,00,51,00,23,08,2022
10979,23.56,4.5,2.0,2.3115,178.3081,94.5914,22.1641,1009.7369,12.9498,0,0,0,1,00,55,00,23,08,2022
10980,23.5,4.5,2.0,2.3115,178.3081,94.5914,22.1641,1009.7369,12.9498,0,0,0,1,00,58,00,23,08,2022
10981,23.5,4.5,2.0,2.3115,178.3081,94.5914,22.1641,1009.7369,12.9498,0,0,0,1,00,01,01,23,08,2022
10982,23.5,4.5,2.0,2.4596,187.3568,94.5565,22.2131,1009.635,12.8761,0,0,0,1,00,05,01,23,08,2022
10983,23.5,4.5,2.0,2.4596,187.3568,94.5565,22.2131,1009.635,12.8761,0,0,0,1,00,08,01,23,08,2022
10984,23.5,4.5,2.0,2.4596,187.3568,94.5565,22.2131,1009.635,12.8761,0,0,0,1,00,11,01,23,08,2022
10985,23.5,4.5,2.0,2.4596,187.3568,94.5565,22.2131,1009.635,12.8761,0,0,0,1,00,14,01,23,08,2022
10986,23.5,4.5,2.0,2.1812,180.4342,94.6231,22.2159,1009.5759,12.8966,0,0,0,1,00,18,01,23,08,2022
10987,23.43,4.5,2.0,2.1812,180.4342,94.6231,22.2159,1009.5759,12.8966,0,0,0,1,00,21,01,23,08,2022
10988,23.43,4.5,2.0,2.1812,180.4342,94.6231,22.2159,1009.5759,12.8966,0,0,0,1,00,24,01,23,08,2022
10989,23.43,4.5,2.0,2.6892,179.4005,94.6038,22.198,1009.527,12.8802,0,0,0,1,00,27,01,23,08,2022
10990,23.43,4.5,2.0,2.6892,179.4005,94.6038,22.198,1009.527,12.8802,0,0,0,1,00,31,01,23,08,2022
10991,23.43,4.5,2.0,2.6892,179.4005,94.6038,22.198,1009.527,12.8802,0,0,0,1,00,34,01,23,08,2022
10992,23.43,4.5,2.0,3.4446,183.455,94.4561,22.115,1009.3925,12.8065,0,0,0,1,00,37,01,23,08,2022
10993,23.43,4.5,2.0,3.4446,183.455,94.4561,22.115,1009.3925,12.8065,0,0,0,1,00,41,01,23,08,2022
10994,23.37,4.5,2.0,3.4446,183.455,94.4561,22.115,1009.3925,12.8065,0,0,0,1,00,44,01,23,08,2022
10995,23.37,4.5,2.0,2.3884,183.4628,94.5573,22.0596,1009.4305,12.8884,0,0,0,1,00,47,01,23,08,2022
10996,23.43,4.5,2.0,2.3884,183.4628,94.5573,22.0596,1009.4305,12.8884,0,0,0,1,00,50,01,23,08,2022
10997,23.37,4.5,2.0,2.3884,183.4628,94.5573,22.0596,1009.4305,12.8884,0,0,0,1,00,54,01,23,08,2022
10998,23.37,4.5,2.0,2.2348,173.9937,94.6491,22.0866,1009.4668,12.8925,0,0,0,1,00,57,01,23,08,2022
10999,23.37,4.5,2.0,2.2348,173.9937,94.6491,22.0866,1009.4668,12.8925,0,0,0,1,00,00,02,23,08,2022
11000,23.31,4.5,2.0,2.2348,173.9937,94.6491,22.0866,1009.4668,12.8925,0,0,0,1,00,03,02,23,08,2022
11001,23.31,4.5,2.0,2.5391,177.2574,94.7798,22.1231,1009.4465,12.913,0,0,0,1,00,07,02,23,08,2022
11002,23.31,4.5,2.0,2.5391,177.2574,94.7798,22.1231,1009.4465,12.913,0,0,0,1,00,10,02,23,08,2022
11003,23.31,4.5,2.0,2.5391,177.2574,94.7798,22.1231,1009.4465,12.913,0,0,0,1,00,13,02,23,08,2022
11004,23.31,4.5,2.0,3.6908,170.1947,94.7531,22.0972,1009.4748,12.8106,0,0,0,1,00,17,02,23,08,2022
11005,23.31,4.5,2.0,3.6908,170.1947,94.7531,22.0972,1009.4748,12.8106,0,0,0,1,00,20,02,23,08,2022
11006,23.31,4.5,2.0,3.6908,170.1947,94.7531,22.0972,1009.4748,12.8106,0,0,0,1,00,23,02,23,08,2022
11007,23.25,4.5,2.0,3.1238,182.6798,94.7086,22.0036,1009.4769,12.8352,0,0,0,1,00,26,02,23,08,2022
11008,23.25,4.5,2.0,3.1238,182.6798,94.7086,22.0036,1009.4769,12.8352,0,0,0,1,00,33,02,23,08,2022
11009,23.25,4.5,2.0,2.9267,183.6001,94.7615,21.9483,1009.4195,12.8474,0,0,0,1,00,36,02,23,08,2022
11010,23.18,4.5,2.0,2.9267,183.6001,94.7615,21.9483,1009.4195,12.8474,0,0,0,1,00,39,02,23,08,2022
11011,23.25,4.5,2.0,2.9267,183.6001,94.7615,21.9483,1009.4195,12.8474,0,0,0,1,00,43,02,23,08,2022
11012,23.18,4.5,2.0,2.9742,173.2534,94.8709,21.8914,1009.3336,12.8188,0,0,0,1,00,46,02,23,08,2022
11013,23.18,4.5,2.0,2.9742,173.2534,94.8709,21.8914,1009.3336,12.8188,0,0,0,1,00,49,02,23,08,2022
11014,23.18,4.5,2.0,2.9742,173.2534,94.8709,21.8914,1009.3336,12.8188,0,0,0,1,00,53,02,23,08,2022
11015,23.18,4.5,2.0,2.9075,184.803,95.01,21.9265,1009.2109,12.8638,0,0,0,1,00,56,02,23,08,2022
11016,23.12,4.5,2.0,2.9075,184.803,95.01,21.9265,1009.2109,12.8638,0,0,0,1,00,59,02,23,08,2022
11017,23.12,4.5,2.0,2.9075,184.803,95.01,21.9265,1009.2109,12.8638,0,0,0,1,00,02,03,23,08,2022
11018,23.12,4.5,2.0,2.956,186.9369,95.1051,22.0091,1009.2883,12.9375,0,0,0,1,00,06,03,23,08,2022
11019,23.12,4.5,2.0,2.956,186.9369,95.1051,22.0091,1009.2883,12.9375,0,0,0,1,00,09,03,23,08,2022
11020,23.12,4.5,2.0,2.956,186.9369,95.1051,22.0091,1009.2883,12.9375,0,0,0,1,00,12,03,23,08,2022
11021,23.12,4.5,2.0,2.4517,187.6915,95.1137,22.1044,1009.3004,12.9089,0,0,0,1,00,15,03,23,08,2022
11022,23.06,4.5,2.0,2.4517,187.6915,95.1137,22.1044,1009.3004,12.9089,0,0,0,1,00,19,03,23,08,2022
11023,23.12,4.5,2.0,2.4517,187.6915,95.1137,22.1044,1009.3004,12.9089,0,0,0,1,00,22,03,23,08,2022
11024,23.06,4.5,2.0,2.9223,179.7127,95.1318,22.1845,1009.3849,12.8884,0,0,0,1,00,25,03,23,08,2022
11025,23.06,4.5,2.0,2.9223,179.7127,95.1318,22.1845,1009.3849,12.8884,0,0,0,1,00,29,03,23,08,2022
11026,23.06,4.5,2.0,2.9223,179.7127,95.1318,22.1845,1009.3849,12.8884,0,0,0,1,00,32,03,23,08,2022
11027,23.06,4.5,2.0,3.9891,181.7664,94.9939,22.2246,1009.5187,12.8843,0,0,0,1,00,35,03,23,08,2022
11028,23.06,4.5,2.0,3.9891,181.7664,94.9939,22.2246,1009.5187,12.8843,0,0,0,1,00,38,03,23,08,2022
11029,23.06,4.5,2.0,3.9891,181.7664,94.9939,22.2246,1009.5187,12.8843,0,0,0,1,00,42,03,23,08,2022
11030,23.06,4.5,2.0,4.6289,187.286,94.8353,22.117,1009.6475,12.8147,0,0,0,1,00,45,03,23,08,2022
11031,23.12,4.5,2.0,4.6289,187.286,94.8353,22.117,1009.6475,12.8147,0,0,0,1,00,48,03,23,08,2022
11032,23.06,4.5,2.0,4.6289,187.286,94.8353,22.117,1009.6475,12.8147,0,0,0,1,00,51,03,23,08,2022
11033,23.06,4.5,2.0,3.8964,188.8315,94.8266,22.0427,1009.5567,12.8188,0,0,0,1,00,55,03,23,08,2022
11034,23.06,4.5,2.0,3.8964,188.8315,94.8266,22.0427,1009.5567,12.8188,0,0,0,1,00,58,03,23,08,2022
11035,23.06,4.5,2.0,3.8964,188.8315,94.8266,22.0427,1009.5567,12.8188,0,0,0,1,00,01,04,23,08,2022
11036,23.0,4.5,2.0,4.1607,188.1371,94.7358,21.9782,1009.5486,12.8352,0,0,0,1,00,05,04,23,08,2022
11037,23.06,4.5,2.0,4.1607,188.1371,94.7358,21.9782,1009.5486,12.8352,0,0,0,1,00,08,04,23,08,2022
11038,23.06,4.5,2.0,4.1607,188.1371,94.7358,21.9782,1009.5486,12.8352,0,0,0,1,00,11,04,23,08,2022
11039,23.06,4.5,2.0,4.1607,188.1371,94.7358,21.9782,1009.5486,12.8352,0,0,0,1,00,14,04,23,08,2022
11040,23.0,4.5,2.0,4.082,190.3361,94.613,21.9525,1009.4803,12.7737,0,0,0,1,00,18,04,23,08,2022
11041,23.0,4.5,2.0,4.082,190.3361,94.613,21.9525,1009.4803,12.7737,0,0,0,1,00,21,04,23,08,2022
11042,23.0,4.5,2.0,4.082,190.3361,94.613,21.9525,1009.4803,12.7737,0,0,0,1,00,24,04,23,08,2022
11043,23.0,4.5,2.0,3.4425,185.0361,94.6211,21.9199,1009.5918,12.8188,0,0,0,1,00,27,04,23,08,2022
11044,23.0,4.5,2.0,3.4425,185.0361,94.6211,21.9199,1009.5918,12.8188,0,0,0,1,00,31,04,23,08,2022
11045,23.0,4.5,2.0,3.4425,185.0361,94.6211,21.9199,1009.5918,12.8188,0,0,0,1,00,34,04,23,08,2022
11046,22.93,4.5,2.0,3.2597,182.7925,94.6043,21.939,1009.6721,12.8311,0,0,0,1,00,37,04,23,08,2022
11047,22.93,4.5,2.0,3.2597,182.7925,94.6043,21.939,1009.6721,12.8311,0,0,0,1,00,41,04,23,08,2022
11048,22.93,4.5,2.0,3.2597,182.7925,94.6043,21.939,1009.6721,12.8311,0,0,0,1,00,44,04,23,08,2022
11049,22.93,4.5,2.0,2.9252,181.9412,94.6514,21.9405,1009.7748,12.8393,0,0,0,1,00,47,04,23,08,2022
11050,22.93,4.5,2.0,2.9252,181.9412,94.6514,21.9405,1009.7748,12.8393,0,0,0,1,00,50,04,23,08,2022
11051,22.93,4.5,2.0,2.9252,181.9412,94.6514,21.9405,1009.7748,12.8393,0,0,0,1,00,54,04,23,08,2022
11052,22.87,4.5,2.0,3.189,185.4348,94.7165,21.9324,1009.9249,12.8474,0,0,0,1,00,57,04,23,08,2022
11053,22.87,4.5,2.0,3.189,185.4348,94.7165,21.9324,1009.9249,12.8474,0,0,0,1,00,00,05,23,08,2022
11054,22.87,4.5,2.0,3.189,185.4348,94.7165,21.9324,1009.9249,12.8474,0,0,0,1,00,03,05,23,08,2022
11055,22.87,4.5,2.0,3.3652,187.055,94.8075,21.9554,1010.1372,12.872,0,0,0,1,00,07,05,23,08,2022
11056,22.87,4.5,2.0,3.3652,187.055,94.8075,21.9554,1010.1372,12.872,0,0,0,1,00,10,05,23,08,2022
11057,22.81,4.5,2.0,3.3652,187.055,94.8075,21.9554,1010.1372,12.872,0,0,0,1,00,13,05,23,08,2022
11058,22.81,4.5,2.0,3.2464,187.7692,94.7946,21.971,1010.2521,12.8556,0,0,0,1,00,17,05,23,08,2022
11059,22.87,4.5,2.0,3.2464,187.7692,94.7946,21.971,1010.2521,12.8556,0,0,0,1,00,20,05,23,08,2022
11060,22.81,4.5,2.0,3.2464,187.7692,94.7946,21.971,1010.2521,12.8556,0,0,0,1,00,23,05,23,08,2022
11061,22.81,4.5,2.0,3.4281,186.0412,94.8368,21.9308,1010.388,12.8311,0,0,0,1,00,30,05,23,08,2022
11062,22.81,4.5,2.0,3.4281,186.0412,94.8368,21.9308,1010.388,12.8311,0,0,0,1,00,33,05,23,08,2022
11063,22.81,4.5,2.0,3.5367,189.6137,94.8284,21.9398,1010.3574,12.8311,0,0,0,1,00,36,05,23,08,2022
11064,22.81,4.5,2.0,3.5367,189.6137,94.8284,21.9398,1010.3574,12.8311,0,0,0,1,00,39,05,23,08,2022
11065,22.81,4.5,2.0,3.5367,189.6137,94.8284,21.9398,1010.3574,12.8311,0,0,0,1,00,43,05,23,08,2022
11066,22.75,4.5,2.0,2.7954,189.1443,94.8637,21.9908,1010.336,12.8311,0,0,0,1,00,46,05,23,08,2022
11067,22.81,4.5,2.0,2.7954,189.1443,94.8637,21.9908,1010.336,12.8311,0,0,0,1,00,49,05,23,08,2022
11068,22.75,4.5,2.0,2.7954,189.1443,94.8637,21.9908,1010.336,12.8311,0,0,0,1,00,52,05,23,08,2022
11069,22.75,4.5,2.0,2.5933,187.5157,94.8533,22.0281,1010.4599,12.8966,0,0,0,1,00,56,05,23,08,2022
11070,22.75,4.5,2.0,2.5933,187.5157,94.8533,22.0281,1010.4599,12.8966,0,0,0,1,00,59,05,23,08,2022
11071,22.75,4.5,2.0,2.5933,187.5157,94.8533,22.0281,1010.4599,12.8966,0,0,0,1,00,02,06,23,08,2022
11072,22.75,4.5,2.0,2.52,190.278,94.849,22.0652,1010.483,12.8515,0,0,0,1,00,06,06,23,08,2022
11073,22.75,4.5,2.0,2.52,190.278,94.849,22.0652,1010.483,12.8515,0,0,0,1,00,09,06,23,08,2022
11074,22.75,4.5,2.0,2.52,190.278,94.849,22.0652,1010.483,12.8515,0,0,0,1,00,12,06,23,08,2022
11075,22.75,4.5,2.0,2.4848,185.1421,94.8993,22.0664,1010.5454,12.913,0,0,0,1,00,15,06,23,08,2022
11076,22.75,4.5,2.0,2.4848,185.1421,94.8993,22.0664,1010.5454,12.913,0,0,0,1,00,19,06,23,08,2022
11077,22.75,4.5,2.0,2.4848,185.1421,94.8993,22.0664,1010.5454,12.913,0,0,0,1,00,22,06,23,08,2022
11078,22.75,4.5,2.0,2.4363,184.165,94.8762,22.1273,1010.7054,13.0358,0,0,0,1,00,25,06,23,08,2022
11079,22.75,4.5,2.0,2.4363,184.165,94.8762,22.1273,1010.7054,13.0358,0,0,0,1,00,28,06,23,08,2022
11080,22.75,4.5,2.0,2.4363,184.165,94.8762,22.1273,1010.7054,13.0358,0,0,0,1,00,32,06,23,08,2022
11081,22.75,4.5,2.0,3.8695,189.1541,94.7203,22.1602,1010.9886,13.0072,0,0,0,1,00,35,06,23,08,2022
11082,22.75,4.5,2.0,3.8695,189.1541,94.7203,22.1602,1010.9886,13.0072,0,0,0,1,00,38,06,23,08,2022
11083,22.75,4.5,2.0,3.8695,189.1541,94.7203,22.1602,1010.9886,13.0072,0,0,0,1,00,42,06,23,08,2022
11084,22.75,4.5,2.0,3.2579,184.9331,94.7099,22.2158,1011.0266,13.0891,0,0,0,1,00,45,06,23,08,2022
11085,22.75,4.5,2.0,3.2579,184.9331,94.7099,22.2158,1011.0266,13.0891,0,0,0,1,00,48,06,23,08,2022
11086,22.75,4.5,2.0,3.2579,184.9331,94.7099,22.2158,1011.0266,13.0891,0,0,0,1,00,51,06,23,08,2022
11087,22.75,4.5,2.0,3.363,185.5818,94.6608,22.3085,1011.0471,13.1218,0,0,0,1,00,55,06,23,08,2022
11088,22.75,4.5,2.0,3.363,185.5818,94.6608,22.3085,1011.0471,13.1218,0,0,0,1,00,58,06,23,08,2022
11089,22.75,4.5,2.0,3.363,185.5818,94.6608,22.3085,1011.0471,13.1218,0,0,0,1,00,01,07,23,08,2022
11090,22.75,4.5,2.0,3.363,185.5818,94.6608,22.3085,1011.0471,13.1218,0,0,0,1,00,04,07,23,08,2022
11091,22.75,4.5,2.0,3.7722,184.0982,94.6041,22.3565,1011.1519,12.8352,0,0,0,1,00,08,07,23,08,2022
11092,22.75,4.5,2.0,3.7722,184.0982,94.6041,22.3565,1011.1519,12.8352,0,0,0,1,00,11,07,23,08,2022
